CIN,CompanyName,CompanyROCcode,CompanyCategory,CompanySubCategory,CompanyClass,AuthorizedCapital,PaidupCapital,CompanyRegistrationdate_date,Registered_Office_Address,Listingstatus,CompanyStatus,CompanyStateCode,CompanyIndian/Foreign Company,nic_code,CompanyIndustrialClassification
U74900AN2013PTC000205,NELLAIH FEEDS PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,800000.00,2013-07-31,"NO.33 SISTY NAGAR   ABERDEEN VILLAGE,PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744101-India",Unlisted,Strike Off,andaman and nicobar islands,Indian,74900,Business Services
U45201AN2004PTC000072,LOKENATH REAL ESTATE PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,170000.00,2004-05-20,"14 FMC Road   PremNagar,Port Blair,Andaman and Nicobar Islands,744102-India",Unlisted,Active,andaman and nicobar islands,Indian,45201,Construction
U70109AN2019PTC005463,GREEN ISLAND REAL ESTATE PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,1000000.00,2019-09-05,"C/O NARAYAN SANDESH, GARACHARMA BASTI   NH ROAD NEAR ICICI BANK,GARACHARMA,Andaman Islands,Andaman and Nicobar Islands,744105-India",Unlisted,Active,andaman and nicobar islands,Indian,70109,Real Estate and Renting
U70109AN2022PTC005583,ANDAMAN LIFESPACE VENTURES PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,400000.00,2022-02-22,"Babu Lane, Aberdeen Bazar,,PORTBLAIR,Andaman Islands,Andaman and Nicobar Islands,744104-India",Unlisted,Active,andaman and nicobar islands,Indian,70109,Real Estate and Renting
U72900AN2021PTC005528,UNSEEN ANDAMAN PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,20000.00,2021-05-13,"C/O BRIJESH KUMAR PANDEY, OLD PAHARGAON   OPP GOVT POLYTECHNIC, DOLLYGUNJ,PORTBLAIR,Andaman Islands,Andaman and Nicobar Islands,744105-India",Unlisted,Active,andaman and nicobar islands,Indian,72900,Business Services
U66110AN2024PTC006116,BAMBA FOREX PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,2500000.00,2500000.00,2024-09-30,"Hotel Shompen 2,,Middle Point Port, Blair,,Port Blair,South Andaman,Andaman and Nicobar Islands,744101-India",Unlisted,Active,andaman and nicobar islands,Indian,66110,Finance
U63010AN2015PTC000258,APT LOGISTICS PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,2000000.00,100000.00,2015-05-08,"NO.239, M G ROAD, 1st FLOOR, OPP AIRPORT ROAD   LAMBA LINE, PORT BLAIR,PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744103-India",Unlisted,Active,andaman and nicobar islands,Indian,63010,"Transport, storage and Communications"
U55101AN2016PTC005316,SLR HOSPITALITY (ANDAMAN) PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,100000.00,100000.00,2016-10-05,"M B 44 NEAR CUT STUDIO   PHONEIX BAY,PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744102-India",Unlisted,Active,andaman and nicobar islands,Indian,55101,Trading
U55101AN2024PTC006095,PEE PEES HOSPITALITY PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1500000.00,1500000.00,2024-04-18,"Delicia Restaurant, Lulu Tower, Opp. Yes Bank Junglighat, Port Blair, South Andaman- 744103,Port Blair,South Andaman,Andaman and Nicobar Islands,744103-India",Unlisted,Active,andaman and nicobar islands,Indian,55101,"Transport, storage and Communications"
U55209AN2018PTC005429,YUVATI RESORT PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,100000.00,100000.00,2018-12-20,"SHOP NO 13,   POLICE GURUDWARA BUILDING,PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744101-India",Unlisted,Dormant under section 455,andaman and nicobar islands,Indian,55209,Trading
U55209AN2019PTC005455,K.PARAMASIVAM HOTELS & RESORTS PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2019-07-29,"C/O VINOTHKUMAR KRISHNASWAMY PARAMASIVAM   MB - 36, MG ROAD, ABERDEEN BAZAR,PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744101-India",Unlisted,Strike Off,andaman and nicobar islands,Indian,55209,Trading
U05002AN2019PTC005470,NOORY FISHERIES PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2019-10-09,"1ST FLOOR MB 19, NEAR SHIV MANDIR,   ABERDEEN VILLAGE, (ROUND BASTI),PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744101-India",Unlisted,Active,andaman and nicobar islands,Indian,05002,Agriculture and Allied Activities
U63030AN2022PTC005615,OUR WORLD TOUR AND TRAVELS PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2022-08-31,"SHOP NO 1, SURVEY NO 165/1,   PROTHRAPUR VILLAGE,PORTBLAIR,Andaman Islands,Andaman and Nicobar Islands,744103-India",Unlisted,Active,andaman and nicobar islands,Indian,63030,"Transport, storage and Communications"
U63040AN2021PTC005559,SUMATHI BRIGHT SHINE AIRPORT SERVICES PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1500000.00,1500000.00,2021-11-09,"FLAT NO. 1 Snehalayam Citizen Colony   LAMBA LINE WARD NO 9,PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744103-India",Unlisted,Active,andaman and nicobar islands,Indian,63040,"Transport, storage and Communications"
U46909AN2023PTC006048,TRIFORCE PROJECTS PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,1000000.00,2023-10-10,"S.Y 461,# 2, 1st flr, Opp, Petrol bunk, Bathu Basti,Port Blair,South Andaman,Andaman and Nicobar Islands,744105-India",Unlisted,Active,andaman and nicobar islands,Indian,46909,Trading
U85300AN2021NPL005531,RATION RASHEED FOUNDATION,ROC Andaman,Company limited by shares,Non-government company,Private,100000.00,10000.00,2021-06-28,"C/O ZOHRA BIBI, HOUSE NO. 6, K. U. LANE,   NEAR HOTEL HILL TOP, VILL HADDO,PORTBLAIR,Andaman Islands,Andaman and Nicobar Islands,744102-India",Unlisted,Active,andaman and nicobar islands,Indian,85300,"Community, personal and Social Services"
U52392AN2003PTC000070,ANDAMAN INFOWAY PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,0.00,2003-11-13,"Aberdeen Bazar,Port Blair,Andaman and Nicobar Islands,744101-India",Unlisted,Strike Off,andaman and nicobar islands,Indian,52392,Trading
U52290AN2024PTC006107,AKT CITY VEHICLE AGGREGATOR PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2024-06-28,"C/O, B DINESH KUMAR,FLAT NO 04, JUNGLIGHAT,Port Blair,South Andaman,Andaman and Nicobar Islands,744103-India",Unlisted,Active,andaman and nicobar islands,Indian,52290,"Transport, storage and Communications"
U52291AN2023PTC006012,BREEZYBAY PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2023-05-22,"C/O NELLA JANTA DALL BULD,2ND FLOOR GOALGHAR,Portblair,South Andaman,Andaman and Nicobar Islands,744101-India",Unlisted,Active,andaman and nicobar islands,Indian,52291,"Transport, storage and Communications"
U01631AN2023PTC006044,LITTLEANDAMAN TRIBAL WOMEN FED FOOD PROCESS FARMER PRODUCER COMPANY LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1500000.00,368000.00,2023-10-03,"No.122/10,Hut Bay,South Andaman,Andaman and Nicobar Islands,744207-India",Unlisted,Active,andaman and nicobar islands,Indian,01631,Agriculture and Allied Activities
U63030AN2023PTC005648,ABONEBAZAR TRIP PLANNER PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,100000.00,10000.00,2023-01-12,"C/O AMIT ADHIKARY, AB HOLIDAYS   JUNGLIGHAT, PORT BLAIR,Andaman,Andaman Islands,Andaman and Nicobar Islands,744103-India",Unlisted,Active,andaman and nicobar islands,Indian,63030,"Transport, storage and Communications"
U79110AN2024PTC006103,TRVL ADVENTURE ESCAPES PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,10000.00,10000.00,2024-06-19,"C/o Gaurav Chirania,Pathergudda portblair,Port Blair,South Andaman,Andaman and Nicobar Islands,744103-India",Unlisted,Active,andaman and nicobar islands,Indian,79110,"Community, personal and Social Services"
U46909AN2024PTC006075,NIDEJA OVERSEAS PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,100000.00,100000.00,2024-01-12,"C/O J. SASI KUMAR,P/BAY,Port Blair,South Andaman,Andaman and Nicobar Islands,744101-India",Unlisted,Active,andaman and nicobar islands,Indian,46909,Trading
U51909AN2015PTC000252,ISLANDERS MARGIN FREE CANTEEN PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,5000000.00,2000000.00,2015-03-19,"Rahiman Basera, First Floor,   Marine Hill (Village Phoenix Bay),Port Blair,Andaman Islands,Andaman and Nicobar Islands,744101-India",Unlisted,Active,andaman and nicobar islands,Indian,51909,Trading
U52609AN2020PTC005490,METS SEAFOOD HOLDINGS PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,100000.00,100000.00,2020-08-04,"C-124,OPP HOTEL RISHABH, PORT BLAIR,ANDAMAN,Andaman Islands,Andaman and Nicobar Islands,744101-India",Unlisted,Active,andaman and nicobar islands,Indian,52609,Trading
U70200AN2015PTC000249,R G T CITY REAL ESTATE PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,1000000.00,2015-02-25,"RANGAT,PORT BLAIR,Andaman and Nicobar Islands,744205-India",Unlisted,Strike Off,andaman and nicobar islands,Indian,70200,Real Estate and Renting
U93000AN2011PTC000158,PGK EDUCATIONAL SERVICES PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,100000.00,100000.00,2011-06-07,"PGK Educational Services Private Limited   Gurudwara Line, Near Khalasa Public Scho,ol,Port Blair,Andaman Islands,Andaman and Nicobar Islands,744101-India",Unlisted,Strike Off,andaman and nicobar islands,Indian,93000,"Community, personal and Social Services"
U74999AN2017PTC005353,ANDAMAN AIRWAYS PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,60000000.00,53502000.00,2017-05-03,"SURVEY NO. 2388/2 AT MB-210, PART II   ROOM NO. 3, GROUND FLOOR, VILL SHADIPUR,PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744106-India",Unlisted,Active,andaman and nicobar islands,Indian,74999,Business Services
U55100AN2017PTC005346,ANDAMAN MOUNT HARRIAT RESORTS PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2017-03-22,"GARACHARMA   GARACHARMA PO,PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744105-India",Unlisted,Strike Off,andaman and nicobar islands,Indian,55100,Trading
U63030AN2021PTC005545,WANDERLUST ANDAMAN (INDIA) PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,100000.00,100000.00,2021-09-08,"NO 1,1ST FLOOR,OPP.DELANIPUR,SCHL.MA ROAD, PHOENIX BAY,Port Blair,South Andaman,Andaman and Nicobar Islands,744102-India",Unlisted,Active,andaman and nicobar islands,Indian,63030,"Transport, storage and Communications"
U63040AN2016PTC000288,WELCOME ANDAMAN TRAVELS PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,100000.00,100000.00,2016-03-09,"NEAR AXIS BANK,BATHU   BASTI, GARACHARMA,PORT BLAIR,,ANDAMAN,Andaman Islands,Andaman and Nicobar Islands,744105-India",Unlisted,Active,andaman and nicobar islands,Indian,63040,"Transport, storage and Communications"
U63040AN2020PTC005509,DISCOVER ANDAMAN HOLIDAYS PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,100000.00,100000.00,2020-12-08,"4/5 B.S ROAD,   SEA SHORE,HADDO PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744101-India",Unlisted,Active,andaman and nicobar islands,Indian,63040,"Transport, storage and Communications"
U79120AN2023PTC006004,KHIZAR OCEAN LOGISTICS PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,500000.00,100000.00,2023-04-10,"NO.2, SHRI RAM COMPLEX,ABERDEEN BAZAAR, OPP. OLD TAXI STAND,Portblair,South Andaman,Andaman and Nicobar Islands,744101-India",Unlisted,Active,andaman and nicobar islands,Indian,79120,"Community, personal and Social Services"
U65923AN1993PTC000039,YOGI FINANCE AND INVESTMENTS PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,30000000.00,22643280.00,1993-10-22,"care-Bombay Textiles,90/1   Aberdeen bazar, Lakshminaryan Temple,,Port Blair,Andaman and Nicobar Islands,744101-India",Unlisted,Active,andaman and nicobar islands,Indian,65923,Finance
U21099AN2016PTC005313,ROYAL DIGITAL PRINTER PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,100000.00,100000.00,2016-08-24,"88 M A ROAD   PHONGY CHANG,PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744101-India",Unlisted,Strike Off,andaman and nicobar islands,Indian,21099,"Manufacturing (Paper and Paper products, Publishing, printingand reproduction of recorded media)"
U46633AN2023PTC006037,APACHE TRADERS PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2023-09-15,"SURVEY NO 1/23/4,,FERRARGUNJ,Port Blair,South Andaman,Andaman and Nicobar Islands,744103-India",Unlisted,Active,andaman and nicobar islands,Indian,46633,Trading
U55200AN2022OPC005603,RINKU RESIDENCY (OPC) PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,One Person Company,100000.00,100000.00,2022-05-25,"89/2/2, Prothrapur Village   Garacharma Post, Tehsil,Blair,Andaman Islands,Andaman and Nicobar Islands,744103-India",Unlisted,Active,andaman and nicobar islands,Indian,55200,Trading
U63040AN2015PTC000245,HEAVEN ON OCEAN TOURISM PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,2500000.00,1122410.00,2015-02-12,"Survey No. 594, Near Range Office,   Bathubasti,Port Blair,Andaman Islands,Andaman and Nicobar Islands,744105-India",Unlisted,Active,andaman and nicobar islands,Indian,63040,"Transport, storage and Communications"
U86201AN2023PTC006069,JAMES HEALTH CARE PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,100000.00,100000.00,2023-12-27,"JAMES HEALTH CARE,2ND FLOOR,Port Blair,South Andaman,Andaman and Nicobar Islands,744105-India",Unlisted,Active,andaman and nicobar islands,Indian,86201,"Community, personal and Social Services"
U45209AN2009PTC000108,MANICKAM CONSTRUCTIONS PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,810000.00,2009-02-02,"132/10 J.N ROAD   HADDO,PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744101-India",Unlisted,Active,andaman and nicobar islands,Indian,45209,Construction
U80301AN2020PTC005488,NABIKA PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,10000.00,2020-07-30,"288 ATR ROAD   JUNGLIGHAT,PORTBLAIR,Andaman Islands,Andaman and Nicobar Islands,744103-India",Unlisted,Active,andaman and nicobar islands,Indian,80301,"Community, personal and Social Services"
U46304AN2024PTC006096,NAMBIAR LOGISTICS PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,10000000.00,3000000.00,2024-05-03,"G-1 MARINE VIEW BUILDING,,SISTY NAGAR,Portblair,South Andaman,Andaman and Nicobar Islands,744101-India",Unlisted,Active,andaman and nicobar islands,Indian,46304,Trading
U65999AN2021PTC005540,L M STAR FINSEC PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,1000000.00,2021-08-05,"SHOP NO. 29, NEW VEGETABLE MARKET MOHANPURA, PORT   BLAIR, SOUTH ANDAMAN,PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744101-India",Unlisted,Active,andaman and nicobar islands,Indian,65999,Finance
U55205AN2017PTC005342,HAVELOCK COCONUT LEISURE RESORT PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,1000000.00,1000000.00,2017-03-01,"Vijaynagar,   Havelock,Port Blair,Andaman Islands,Andaman and Nicobar Islands,744211-India",Unlisted,Strike Off,andaman and nicobar islands,Indian,55205,Trading
U34101AN2015PTC000270,L M STAR AUTOTRADE PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,800000.00,800000.00,2015-08-13,"NO.106, OLD MOHANPURA VEGETABLE MARKET,   PORT BLAIR, SOUTH ANDAMAN BLAIR,PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744103-India",Unlisted,Active,andaman and nicobar islands,Indian,34101,Manufacturing (Machinery and Equipments)
U47222AN2022PTC005592,SREE AMBAL JEWELLERS PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,150000.00,150000.00,2022-04-08,"NO.396, NEAR BUDDHAR MONG,,PHONGY CHAUNG,,Port Blair,South Andaman,Andaman and Nicobar Islands,744101-India",Unlisted,Active,andaman and nicobar islands,Indian,47222,Trading
U47734AN2023PTC006062,ANDAMAN FARMS ALLIED SERVICES PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,500000.00,100000.00,2023-12-01,"C/O ANIL KUMAR DASS,NH-4 NEAR SBI FERRARGUNG,Port Blair,South Andaman,Andaman and Nicobar Islands,744103-India",Unlisted,Active,andaman and nicobar islands,Indian,47734,Trading
U47820AN2024PTC006102,ZEALSHOP ECOMMERCE PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,100000.00,20000.00,2024-05-31,"D K CITY,MINNIBAY -61,Port Blair,South Andaman,Andaman and Nicobar Islands,744103-India",Unlisted,Active,andaman and nicobar islands,Indian,47820,Trading
U45202AN2021PTC005543,BLUE SHIPYARD ENGINEERING PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1500000.00,100000.00,2021-09-02,"NICE ARTS, 77 JN ROAD, HADOO PORTBLAIR   ANDAMAN ISLANDS,PORTBLAIR,Andaman Islands,Andaman and Nicobar Islands,744102-India",Unlisted,Active,andaman and nicobar islands,Indian,45202,Construction
U45209AN2011PTC000163,RAVI REALCONS PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,20000000.00,20000000.00,2011-09-19,"NO. 75 J.N ROAD HADDO   HADDO,PORT BLAIR,Andaman and Nicobar Islands,744102-India",Unlisted,Active,andaman and nicobar islands,Indian,45209,Construction
U50400AN2020PTC005503,JRKP VEHICLE TRADE PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,100000.00,100000.00,2020-11-18,"C/O Ram Bhajan   G CH Garacharma,ANDAMAN,Andaman Islands,Andaman and Nicobar Islands,744105-India",Unlisted,Active,andaman and nicobar islands,Indian,50400,Trading
U61100AN1993PTC000040,INLAND MARINE WORKS PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,11000000.00,9100000.00,1993-12-08,"Guru Nanak Market, Aberdeen   Port Blair,Andaman,Andaman and Nicobar Islands,744104-India",Unlisted,Active,andaman and nicobar islands,Indian,61100,"Transport, storage and Communications"
U61100AN1993PTC000041,RAJ MARINE SERVICES PRIVATE LIMITED.,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,500000.00,1993-12-08,"Guru Nawak Market   Aberdeen,Port Blair,Andaman Islands,Andaman and Nicobar Islands,744104-India",Unlisted,Active,andaman and nicobar islands,Indian,61100,"Transport, storage and Communications"
U92419AN2019PTC005457,SUNLIGHT SEA PEARL WATER ACTIVITIES PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,100000.00,100000.00,2019-07-30,"MR RAM KRISHNA CHODHARY   NO 5 VIJAY NAGAR HAVELOCK,SOUTH ANDAMAN,Andaman Islands,Andaman and Nicobar Islands,744211-India",Unlisted,Strike Off,andaman and nicobar islands,Indian,92419,"Community, personal and Social Services"
U65100AN2013PTC000199,MALLICK CONSULTANCY PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,100000.00,100000.00,2013-06-13,"MESHACK MARKET, 2ND FLOOR   ABERDEEN BAZAR,PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744101-India",Unlisted,Strike Off,andaman and nicobar islands,Indian,65100,Finance
U74994AN2018PTC005389,GENEX RESORTS PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,60000000.00,55201700.00,2018-01-08,"Plot No.4 and 5,Survey No.51/1,Jodakalan   Netaji Nagar, Telerabad, Port Blair,South Andaman,Andaman Islands,Andaman and Nicobar Islands,744103-India",Unlisted,Active,andaman and nicobar islands,Indian,74994,Business Services
U74999AN2017PTC005361,MEMORIES ANDAMAN TRAVELS AND ADVENTURES PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2017-08-28,"SURVEY NO. 2657/1,  11 S N ROAD,,JUNGLIGHAT,Port Blair,South Andaman,Andaman and Nicobar Islands,744101-India",Unlisted,Active,andaman and nicobar islands,Indian,74999,Business Services
U01631AN2023PTC006031,ANDIGLIPUR WOMEN FED FOOD PROCESSING FARMER PRODUCER COMPANY LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1500000.00,368000.00,2023-09-02,"No.21/2,R K Gram,Diglipur,North And Middle Andaman,Andaman and Nicobar Islands,744202-India",Unlisted,Active,andaman and nicobar islands,Indian,01631,Agriculture and Allied Activities
U63030AN2021OPC005530,SEVEN SEAS TRAVEL SOLUTION (OPC) PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,One Person Company,100000.00,100000.00,2021-06-21,"C/O S PRASHIEL, SARILLAS MRIDHU NIVAS,   OPP.SRI SAI ENGLISH SCHOOL, CALICUT,,SouthAndaman,Andaman Islands,Andaman and Nicobar Islands,744105-India",Unlisted,Active,andaman and nicobar islands,Indian,63030,"Transport, storage and Communications"
U63040AN2016PTC005306,BLUECRAFT HOLIDAYS LEISURE (INDIA) PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,100000.00,100000.00,2016-06-14,"WARD NO.3   VILLAGE POST NIMBUTHALA,RANGAT,Andaman Islands,Andaman and Nicobar Islands,744205-India",Unlisted,Strike Off,andaman and nicobar islands,Indian,63040,"Transport, storage and Communications"
U63040AN2018PTC005415,AVEMARIYA TRAVEL PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,1000000.00,2018-08-10,"RAJAJI NAGAR, WARD NO. 4   GARACHARMA,PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744105-India",Unlisted,Active,andaman and nicobar islands,Indian,63040,"Transport, storage and Communications"
U63090AN2021OPC005552,GEGI (OPC) PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,One Person Company,100000.00,10000.00,2021-10-07,"C/O SUREN GRHAHMI,CHOULDARI POST OFFICE   CHOULDARI,PORTBLAIR,Andaman Islands,Andaman and Nicobar Islands,744103-India",Unlisted,Active,andaman and nicobar islands,Indian,63090,"Transport, storage and Communications"
U41003AN2024PTC006094,JENCY JOHN PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,10000.00,10000.00,2024-04-16,"C/O KIRUBA, Netaji Street,GARACHARMA NR Kali Mandir,Port Blair,South Andaman,Andaman and Nicobar Islands,744105-India",Unlisted,Active,andaman and nicobar islands,Indian,41003,Construction
U51503AN2012PTC000169,K P TRADING & COMPANY PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,2000000.00,1750000.00,2012-01-23,"OPP: JAMA MASJID   ABERDEEN BAZAR,PORT BLAIR,Andaman and Nicobar Islands,744101-India",Unlisted,Active,andaman and nicobar islands,Indian,51503,Trading
U80211AN2021PTC005527,YESHUVA TRAINING ACADEMY PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,10000.00,1000.00,2021-05-13,"C-1, 2ND FLOOR, IMFC APARTMENT   ROYAL LAGOON GARACHARMA PORT BLAIR SOUTH,ANDAMAN,Andaman Islands,Andaman and Nicobar Islands,744105-India",Unlisted,Active,andaman and nicobar islands,Indian,80211,"Community, personal and Social Services"
U52292AN2023PTC006057,ATIKAYA LOGISTIC PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,100000.00,100000.00,2023-11-18,"C/O CHAKKARGAON,Port Blair,South Andaman,Andaman and Nicobar Islands,744106-India",Unlisted,Active,andaman and nicobar islands,Indian,52292,"Transport, storage and Communications"
U50500AN2021OPC005547,GKV FUELS TRADING (OPC) PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,One Person Company,100000.00,100000.00,2021-09-15,"Gate number 1, Near Fish Market   Port Blair,Junglighat,Andaman Islands,Andaman and Nicobar Islands,744103-India",Unlisted,Active,andaman and nicobar islands,Indian,50500,Trading
U45201AN2007PTC000085,KAMPS PROJECTS PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,5000000.00,5000000.00,2007-06-20,"Gati Coast to Coast Build   Delanipur,Port Blair,Andaman and Nicobar Islands,744102-India",Unlisted,Active,andaman and nicobar islands,Indian,45201,Construction
U45201AN2022PTC005576,ANDAMAN MEGA ENGINEERS & BUILDERS PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2022-02-08,"102, J N Road, Delanipur   Survey No. - 57/4/1/3, South Andaman,PortBlair,Andaman Islands,Andaman and Nicobar Islands,744101-India",Unlisted,Active,andaman and nicobar islands,Indian,45201,Construction
U61200AN2017PTC005328,PRASANTA SHIPPING PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,1000000.00,2017-01-04,"PHOENIX BAY   ANARKALI,PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744101-India",Unlisted,Active,andaman and nicobar islands,Indian,61200,"Transport, storage and Communications"
U92419AN2016OPC000280,HIGH SEAS SPORTS CLUB PRIVATE LIMITED (OPC),ROC Andaman,Company limited by shares,Non-government company,One Person Company,1000000.00,100000.00,2016-02-05,"SURVEY NO. 557/2/1, BUNIYADABAD,   WARD NO. 8, HADDO,PORT BLAIR,Andaman and Nicobar Islands,744102-India",Unlisted,Active,andaman and nicobar islands,Indian,92419,"Community, personal and Social Services"
U74999AN2017PTC005358,SHADELOFT INNOVATION PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,400000.00,100000.00,2017-08-01,"Subhas Gram,   Diglipur,,North Andaman,Andaman Islands,Andaman and Nicobar Islands,744202-India",Unlisted,Strike Off,andaman and nicobar islands,Indian,74999,Business Services
U74999AN2017PTC005371,ANDAMAN GALAXY SHIP MANAGEMENT PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2017-10-10,"KADIAMOO   NEAR ASLAM INSPECTOR HOUSE,PHONEIX BAY,PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744101-India",Unlisted,Active,andaman and nicobar islands,Indian,74999,Business Services
U74999AN2018PTC005397,EKOISLAND HOSPITALITY PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2018-02-21,"AMIT MANGU   KRISHNA NAGAR HAVELOCK,PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744211-India",Unlisted,Active,andaman and nicobar islands,Indian,74999,Business Services
