CIN,CompanyName,CompanyROCcode,CompanyCategory,CompanySubCategory,CompanyClass,AuthorizedCapital,PaidupCapital,CompanyRegistrationdate_date,Registered_Office_Address,Listingstatus,CompanyStatus,CompanyStateCode,CompanyIndian/Foreign Company,nic_code,CompanyIndustrialClassification
U45309AN2021PTC005562,ANDAMAN INFRA PROJECTS PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1500000.00,1000000.00,2021-11-22,"1573/4 Horticulture road, Haddo   South Andaman,PortBlair,Andaman Islands,Andaman and Nicobar Islands,744102-India",Unlisted,Active,andaman and nicobar islands,Indian,45309,Construction
U70109AN2012PTC000180,ASANS PROJECTS PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,500000.00,500000.00,2012-09-28,"C-41(2)   ATLANTA POINT, WARD NO-12,PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744104-India",Unlisted,Strike Off,andaman and nicobar islands,Indian,70109,Real Estate and Renting
U46209AN2024PTC006080,VETABI AGRO AND INFRA PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1500000.00,100000.00,2024-01-30,"C/O R. VETRIVEL,BIMBLITAN, PORT BLAIR,Port Blair,South Andaman,Andaman and Nicobar Islands,744105-India",Unlisted,Active,andaman and nicobar islands,Indian,46209,Trading
U46302AN2023PTC006042,AZA ENTERPRISES PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,100000.00,1200000.00,2023-09-26,"No. MB 261, M A Road,,Opp TSG Road, Port Blair,,Portblair,South Andaman,Andaman and Nicobar Islands,744102-India",Unlisted,Active,andaman and nicobar islands,Indian,46302,Trading
U46309AN2023PTC006034,BLAIR ENTERPRISES PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2023-09-11,"SURVEY NO 262/2/20,FERRARGUNJ TEHSIL,Port Blair,South Andaman,Andaman and Nicobar Islands,744103-India",Unlisted,Active,andaman and nicobar islands,Indian,46309,Trading
U72900AN2019PTC005452,BRITECH IT PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,500000.00,300000.00,2019-07-08,"1ST FLOOR, NEAR ANIDCO PETROL PUMP   GOALGHAR,PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744102-India",Unlisted,Active,andaman and nicobar islands,Indian,72900,Business Services
U88900AN2023NPL006013,TSG CHARITABLE FOUNDATION,ROC Andaman,Company limited by shares,Non-government company,Private,1500000.00,20000.00,2023-05-27,"C/o G. Paranthaman,,Aberdeen Bazar,Portblair,South Andaman,Andaman and Nicobar Islands,744101-India",Unlisted,Active,andaman and nicobar islands,Indian,88900,"Community, personal and Social Services"
U52100AN2012PTC000170,NEXT GENERATION RETAIL PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,12500000.00,8000000.00,2012-03-08,"106/23, J N ROAD   ANARKALI, HADDO,PORT BLAIR,Andaman and Nicobar Islands,744102-India",Unlisted,Active,andaman and nicobar islands,Indian,52100,Trading
U52291AN2023PTC006006,SKY JAMS ANDAMAN HAVELOCK PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2023-04-19,"C/o Ajit Kumar Roy,1/87 Vijay Nagar,Port Blair,South Andaman,Andaman and Nicobar Islands,744211-India",Unlisted,Active,andaman and nicobar islands,Indian,52291,"Transport, storage and Communications"
U52291AN2024PTC006073,ANDAMAN VACATIONS INDIA PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,100000.00,100000.00,2024-01-11,"C/o Mani Kumari,, Near Postal Colony,,Port Blair,South Andaman,Andaman and Nicobar Islands,744106-India",Unlisted,Active,andaman and nicobar islands,Indian,52291,"Transport, storage and Communications"
U52291AN2024PTC006118,ARSHVA HOSPITALITY & TOURISM PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,100000.00,10000.00,2024-10-08,"C/O ARCHANA SINGH,B/BAD(ADD.A/2125),Port Blair,South Andaman,Andaman and Nicobar Islands,744102-India",Unlisted,Active,andaman and nicobar islands,Indian,52291,"Transport, storage and Communications"
U64200AN2022PTC005597,HAZRA TECHNOLOGIES PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,100000.00,100000.00,2022-05-14,"Survey No. 864,   Calicut, Behind Pump House,,PortBlair,Andaman Islands,Andaman and Nicobar Islands,744105-India",Unlisted,Active,andaman and nicobar islands,Indian,64200,"Transport, storage and Communications"
U65999AN1984PTC000012,APNAR FINANCE AND CONSULTANTS (INDIA) PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,100000.00,0.00,1984-09-01,"xx   xx,NA,Andaman and Nicobar Islands,744104-India",Unlisted,Strike Off,andaman and nicobar islands,Indian,65999,Finance
U92490AN2020PTC005497,ANDAMAN ISLAND SPIRIT CHARTERS PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1500000.00,850000.00,2020-10-21,"29, M.G.ROAD, ABERDEEN BAZAAR SURVEY,   NO.142/A ROOM NO.1A,,PORTBLAIR,Andaman Islands,Andaman and Nicobar Islands,744101-India",Unlisted,Active,andaman and nicobar islands,Indian,92490,"Community, personal and Social Services"
U74999AN2019PTC005477,TAURINE FILMS AND TRAVELS PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2019-12-20,"FLAT NO: F-61   D & K CITY, MINNIE BAY,PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744103-India",Unlisted,Strike Off,andaman and nicobar islands,Indian,74999,Business Services
U63000AN2019PTC005454,MAHESH SHIPPING & TRAVELS PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,40000000.00,20000000.00,2019-07-26,"2nd FLOOR, ISLAND ARCADE BUILDING   JUNGLIGHAT,PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744103-India",Unlisted,Active,andaman and nicobar islands,Indian,63000,"Transport, storage and Communications"
U01211AN2009PTC000123,VINOTH FEEDS AND POULTRY PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,30000000.00,19950000.00,2009-10-23,"SADHA BHAVAN   GURUDWARA LANE,PORT BLAIR,Andaman and Nicobar Islands,744101-India",Unlisted,Active,andaman and nicobar islands,Indian,01211,Agriculture and Allied Activities
U55101AN2014PTC000217,JADWET RESORTS AND LEISURE PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,30000000.00,30000000.00,2014-03-07,"ABERDEEN BAZAR,PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744101-India",Unlisted,Active,andaman and nicobar islands,Indian,55101,Trading
U93110AN2023PTC006007,ANDAMAN MORMON INFRASTRUCTURE PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2023-05-02,"Survey No 262/2/20,Chouldari Village, Ferrar,Port Blair,South Andaman,Andaman and Nicobar Islands,744103-India",Unlisted,Active,andaman and nicobar islands,Indian,93110,"Community, personal and Social Services"
